Event ID,Event Date,Brief Description,What Happened,Event Location,Latitude,Longitude,NZ Region,Where Happened,Sector,Number of Injured Persons,Vessel Class,Safety System,Country Flag,Gross Tonnage,Length Overall,Year of Build
EVT-4354,16/01/2023,"Kayak capsized and spent an hour in the water, drifting two and a half km from their reported location. Kayaker was taken to hospital for a check up.",Person Overboard,"Tapu, Coromandel",-36.981436,175.458252,Waikato,Inshore,Recreational,1,Other Kayak,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-4363,16/01/2023,Wakeboard passenger fell and sustained a broken femur.,Injury,Taranaki,NULL,NULL,Taranaki,NULL,Recreational,1,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-4469,16/01/2023,"The engine was found to be 3/4 submerged, the bilge pump was used to remove water. The master slowly headed towards shore, monitoring the water level. The bellow had a large split and was the cause of the water intake. No injuries occurred.",Flooded,Inshore New Plymouth ,-39.003323,174.169962,Taranaki,Inshore,Domestic Commercial,0,Charter fishing vessel,MOSS,New Zealand,NULL,9.3,2017
EVT-4349,17/01/2023,Vessel on departure had 15 degrees wandering Gyro error.,Equipment failure,Port Taranaki ,-39.032565,174.053273,Taranaki,Inshore,International Commercial,0,Cargo ship,ISM,New Zealand,1653,NULL,2007
EVT-4351,17/01/2023,"When crossing the Maketu bar, the vessel's propeller hit the bottom. The vessel continued on, and on reaching shore the master noted damage to the propeller shaft.",Grounding,Maketu Bar,-37.754197,176.45458,Bay of Plenty,River/harbour bar,Domestic Commercial,0,Charter fishing vessel,MOSS,New Zealand,NULL,NULL,2022
EVT-4353,17/01/2023,"The fire alarms sounded on the vessel, and it was escorted back to the terminal. Passengers were evacuated and no visible flame or damage was seen. Fire alarms were triggered by an issue with the coolant system which caused steam to trigger the alarm",Equipment failure,Auckland Harbour,-36.839603,174.829521,Auckland,In harbour,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,NULL,20.7,2000
EVT-4375,17/01/2023,"During training, vessel hit a large wave and rolled over with two lifeguards ejected from the vessel. No injuries occurred. The vessel was righted and surfed back to shore.",Capsize,Waihi beach north end,-37.39707,175.941519,Bay of Plenty,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,3.5,NULL
EVT-4388,17/01/2023,Ferry on route when engine shutdown. Bilge and fire alarm sounded. Passengers returned safely to berth.,Fire,"Mission Bay, Auckland",-36.840253,174.821931,Auckland,In harbour,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,NULL,20,1993
EVT-4599,17/01/2023,"While responding to a rescue, the patrol IRB vessel hit a wave unexpectantly and a crew person was airborne and ejected from the vessel.  No injuries.",Person Overboard,Whangamata Beach,-37.203097,175.878499,Waikato,Inshore,Domestic Commercial,0,Power Boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-4330,18/01/2023,"During maintenance in the plant room, ammonia was released via the thread on a partially unscrewed jacking spindle cap. The refrigeration engineer re-secured the cap to make the area safe. ",Chemical or harmful substance spill,PrimePort Timaru,-44.392419,171.258906,Canterbury,At berth,Domestic Commercial,0,Trawler,MOSS,New Zealand,1899,64.05,1990
EVT-4339,18/01/2023,Luff wires went slack resulting in the crane jib free falling 2 metres.,Lifting/Cargo gear failure,Port Taranaki,-39.057151,174.035759,Taranaki,At berth,International Commercial,0,Bulk carrier,ISM,Hong Kong,19796,175.53,2006
EVT-4374,18/01/2023,"Jetski with sled attached ran aground on a sandbar. This caused the master to fly over the handle bars and onto the front of the craft, hitting their head. The crew member on the sled fell forward hitting the jetski, receiving moderate injuries.",Grounding,"Opoutere Beach, estuary at southern end, Whangamata",-37.093743,175.887399,Waikato,Inshore,Domestic Commercial,2,Personal Water Craft,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-4600,18/01/2023,"During a grid search for missing person, a Rescue Water Craft (RWC) has cut across bow of IRB. To avoid collision IRB turned into wave and this resulted in vessel being swamped.  No injuries.",Flooded,Opoutere Beach,-37.093353,175.887228,Waikato,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-4337,19/01/2023,Two teenagers jumped off the back of the vessel after it entered the inner harbour. They swam to No.2 Wharf and climbed up. Vessel turned around and picked them up to return to Lyttelton.,Person Overboard,Lyttelton Harbour,-43.60587,172.71607,Canterbury,In harbour,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,12,2001
EVT-4338,19/01/2023,The pilot ladder was non compliant.,Pilot Ladder Standards,Port of Tauranga,-37.642876,176.166797,Bay of Plenty,In harbour,International Commercial,0,Bulk carrier,ISM,Marshall Islands,17019,NULL,2012
EVT-4344,20/01/2023,Vessel owner was unable to make contact with couple on hire vessel. Vessel had rolled over on beach and passengers set off EPRIB.  Owner dispatched another boat to retrieve passengers and take them to the boat ramp.,Grounding,"Papa Aroha, Coromandel",-36.71313,175.431,Waikato,Inshore,Domestic Commercial,0,Hire and drive charter vessel,MOSS,New Zealand,NULL,4.3,NULL
EVT-4423,20/01/2023,Hydraulic oil leak from deck hydraulic oil cooler. Less than 500ml escaped into sea.,Oil Spill,"Ross Sea, Antarctic",-61.2533333,175.9241667,NULL,Beyond Offshore,Domestic Commercial,0,Research vessel,ISM,New Zealand,2291,70,1991
EVT-4377,21/01/2023,Vessel capsized after being struck by a wave.,Capsize,Muriwai Beach,-36.826565,174.422914,Auckland,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-4564,21/01/2023,A wave hit the stern causing the vessel to flood and capsize.,Flooded,"The Sisters Islands, Chatham Islands",-43.56862,-176.81107,Chatham Islands,Inshore,Recreational,1,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-4567,21/01/2023,The customer hit the harbour bridge pile at low speed. No injuries occurred.,Contact,Auckland Harbour Bridge,-36.828158,174.74764,Auckland,In harbour,Domestic Commercial,0,Personal Water Craft,SOP,New Zealand,NULL,NULL,2021
EVT-4346,22/01/2023,Collision between two jet skis. One injured person transferred to Takapuna for medical treatment.  Harbour master towed vessel back to berth.,Collision,Takapuna Beach,-36.82330209,174.8420879,Auckland,Inshore,Domestic Commercial,1,Personal Water Craft,Safety Case,New Zealand,NULL,NULL,NULL
EVT-4357,22/01/2023,Crew member was hit on the head by the vessel boom. The vessel returned to shore where an ambulance took the crew member to hospital.,Injury,Wellington Harbour,-41.258528,174.859712,Wellington,In harbour,Recreational,1,Sailboard,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-4368,22/01/2023,Waves began to spill over the boat stern. The boat capsized and four passengers fell overboard. One child was trapped under the vessel. Police met the boat and passengers at the shore and the child was rescued. All members had life jackets on.,Capsize,Eastbourne,-41.254074,174.892396,Wellington,In harbour,Recreational,5,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-4378,23/01/2023,"Whilst standing on the foredeck of vessel, passenger lost footing, fell backward and knocked back of head on handrail/bulwarks. Due to age of passenger, ambulance was called to meet at wharf.",Injury,Milford Sounds,-44.610696,167.865715,Southland,In harbour,Domestic Commercial,1,Passenger Ferry,MOSS,New Zealand,NULL,18.3,2000
EVT-4382,23/01/2023,The vessel was sliding freely with the slipping cradle to the water after the cradle wire rope failed. The anchor was dropped to save the ship.,Equipment failure,Auckland Wharf,-36.83863,174.754534,Auckland,At berth,International Commercial,0,Ro-Ro Passenger ship,ISM,Tonga,1534,NULL,2010
EVT-4401,24/01/2023,"Crew member slipped from the weather wheel, injuring their lower and middle back. They returned to shore, where the crewmember was taken to hospital.",Injury,"Roberton Island, Bay of Islands",-35.236572,174.164292,Northland,Inshore,Recreational,1,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-4402,24/01/2023,"Passenger's hand became caught in the mainsheet, injuring two of their fingers. They were taken to the Medical Centre for treatment. ",Injury,Bay of Islands,-35.237883,174.176008,Northland,Inshore,Recreational,1,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-4488,24/01/2023,"Vessel surged forward with increased throttle, and an unsecured crew member lost balance and fell, striking their head on towing post. Crew member was taken to hospital by ambulance.",Extreme vessel movement,Roberton Island,-35.233809,174.167448,Northland,Inshore,Domestic Commercial,1,Power Boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-4392,25/01/2023,"The incoming tide caused the barge to list heavily. Water entered the starboard engine via the wet exhaust causing internal damage. Water also entered the starboard engine bay via the engine hatch, submerging the engine and gearbox.",Flooded,Tauranga Wharf,-37.681086,176.171142,Bay of Plenty,At berth,Domestic Commercial,0,Powered Barge,MOSS,New Zealand,NULL,14.98,1993
EVT-4404,25/01/2023,"A broken mayday call was made in the area, where someone had fallen overboard. Many boats responded, the person was in the water for about 30 mins before they were picked up.",Person Overboard,Bay of Islands,-35.230527,174.177343,Northland,Inshore,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-4355,26/01/2023,Main engine (ME) developed water leak from a connection on a cylinder head. ME was shut down and repairs made. No damage and hauling fishing gear resumed.,Propulsion failure,Conway,NULL,NULL,NULL,Coastal,Domestic Commercial,0,Trawler,MOSS,New Zealand,2487,67.4,1989
EVT-4434,26/01/2023,A large wave caused the front windows to break which lead to the boat filling with water and capsizing. The two crew members got out after a few attempts and made it to the life raft that had deployed. The vessel sank within five minutes.,Capsize,"Manukau Point, Chatham Islands",-44.031188,-176.323771,Chatham Islands,Inshore,Domestic Commercial,2,Cray/Rock Lobster vessel,MOSS,New Zealand,NULL,12.8,1987
EVT-4486,26/01/2023,"Cruise ship passenger fell down steps, injuring their left forearm and shin.",Injury,Queen Charlotte Sounds,-41.22744211,173.9650512,Marlborough,Inshore,Domestic Commercial,1,Passenger Ferry,MOSS,New Zealand,NULL,14.7,1999
EVT-4396,27/01/2023,"The forward spring mooring line parted while the vessel was at berth. The officer on watch initiated the mooring lines parting procedure. Emergency mooring operations, propulsion and thrusters were requested. The propulsion and thruster came online.",Mooring line failure,Princess Wharf,-36.84028,174.764743,Auckland,At berth,International Commercial,0,NULL,ISM,Netherlands,82897,285.24,2005
EVT-4342,28/01/2023,"The vessel lost power and propulsion in rough conditions, with wind pushing vessel toward the shoreline. Both anchors were used to prevent her drifting ashore and grounding. ",Propulsion failure,"Sinclair Head, Wellington",-41.368,174.704,Wellington,Inshore,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,22365,181.6,1995
EVT-4361,28/01/2023,The vessels anchor started to drag due to high winds. Tugs were called and contact with land was made to avoid grounding. ,Dragged anchor,Tauranga Pilotage Area,-37.62,176.2466,Bay of Plenty,Inshore,International Commercial,0,Container ship,ISM,Hong Kong,26404,NULL,2008
EVT-4399,28/01/2023,Fatal recreational boating accident.,Capsize,"Link Drive, Auckland",-36.765519,174.738171,Auckland,NULL,Recreational,0,Other Kayak,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-4403,28/01/2023,Crew member was putting the ladder up to exit the fish-hold and knocked the aluminium board which consequentially fell down and crushed their thumb. This resulted in a fracture to the tip of their thumb.,Injury,Offshore,NULL,NULL,Outside 200NM,Offshore,Domestic Commercial,1,Other fishing vessel,MOSS,New Zealand,77,18.12,1983
EVT-4373,29/01/2023,"Jet ski caught the edge of shallow mud flat and stopped suddenly, ejecting the operator off the vessel. No injuries to person or damage to  jet ski.",Grounding,Mt Manuganui,-37.629768,176.178805,Bay of Plenty,In harbour,Domestic Commercial,0,Personal Water Craft,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-4397,29/01/2023,The vessels VDR was reporting an error code which was believed to be capsule (float free). The vessel had a defect as per SOLAS V. ,Equipment failure,Offshore Taranki,-39.626428,173.305326,NULL,Coastal,International Commercial,0,Offshore service vessel,ISM,Bahamas,3181,75.01,2011
EVT-4379,30/01/2023,Jet ski - support search and rescue of 12 people after report of sinking waka. Jet ski motor sucked in loose rope from vessel. Life guard unable to clear so jet ski towed back to beach by Coastguard.,Propeller entangled,Mauao - 500 metres North,-37.625558,176.164972,Bay of Plenty,Inshore,Domestic Commercial,0,Personal Water Craft,Safety Case,New Zealand,NULL,NULL,2022
EVT-4398,30/01/2023,The pilot ladder was poorly constructed and there were loose chooks on the lower spreader. ,Pilot Ladder Standards,Port Of Tauranga,-37.652932,176.179059,Bay of Plenty,In harbour,International Commercial,0,Container ship,ISM,Liberia,28927,NULL,2005
EVT-4400,30/01/2023,The operator swung the load of machine lifted packs of timber around and the weight of the load tilted the machine badly lifting a set of wheels off the ground. The load was placed on the ground and discharge stopped. No injury or damage occurred.,Log Handling,Whanganui Port,-39.945429,174.990203,Manawatu-Wanganui,At berth,Domestic Commercial,0,Cargo ship,MOSS,New Zealand,561,51.03,1992
EVT-4405,30/01/2023,Boat passenger sustained superficial injuries after falling over on the vessel.,Injury,"Orapiu Wharf, Waiheke Island",-36.8448,175.149275,Auckland,At berth,Domestic Commercial,1,Support vessel,MOSS,New Zealand,NULL,18.5,2007
EVT-4572,30/01/2023,"When leaving berth, the vessels engine kicked ahead and stopped. This happened several times, pilots used tugs to keep the vessel safely in the gap. After a couple of minutes, the vessels engines ahead movements were steady and vessel proceeded.",Propulsion failure,Auckland Port,-36.844944,174.784107,Auckland,In harbour,International Commercial,0,Container ship,ISM,Liberia,32200,NULL,2006
